,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
412,Good,Spain,Female,31,3,124328.84,1,True,True,140451.52,False
413,Good,Germany,Female,41,9,181461.48,3,True,True,187929.43,True
414,Excellent,Spain,Male,35,8,0.0,2,True,False,167155.36,False
415,Fair,Spain,Male,26,8,0.0,2,False,False,191420.71,False
416,Very_Poor,Germany,Female,61,5,110368.03,1,False,False,11384.45,True
417,Poor,France,Female,39,9,89588.35,1,True,True,94898.1,False
418,Fair,France,Female,46,6,0.0,2,False,False,106781.59,False
419,Fair,France,Female,28,6,0.0,2,False,False,159508.52,False
420,Good,Germany,Female,60,3,115924.89,1,True,False,93524.19,True
421,Poor,France,Female,38,2,0.0,2,True,False,87168.46,False
422,Poor,Germany,Male,40,7,111756.5,1,True,False,8128.32,True
423,Good,France,Female,35,4,0.0,1,True,False,125518.32,False
424,Poor,France,Male,39,9,0.0,1,True,False,48963.59,False
425,Fair,France,Male,26,9,162923.85,1,True,False,98368.24,False
426,Very_Poor,Germany,Male,39,10,124576.65,2,True,False,148584.61,False
427,Good,France,Male,45,0,80793.58,1,True,True,27474.81,False
428,Very_Poor,Germany,Female,40,9,71340.09,1,True,False,76192.21,False
429,Poor,Germany,Male,40,1,99282.63,1,False,False,134600.94,True
430,Fair,Germany,Male,57,3,137946.39,1,True,True,72467.99,True
431,Good,Germany,Male,41,2,127892.57,2,False,True,199645.45,False
432,Poor,Germany,Female,33,0,101084.36,1,True,False,42749.85,False
433,Poor,Germany,Female,37,8,114754.08,1,True,False,136050.44,True
434,Good,France,Male,33,8,0.0,1,False,False,73564.44,False
435,Good,France,Female,51,3,99286.98,1,False,True,85578.63,False
436,Fair,Germany,Female,30,4,79871.02,2,True,False,129826.89,False
437,Poor,France,Male,35,10,104088.59,2,False,False,119666.0,False
438,Excellent,France,Female,38,2,168190.33,2,True,False,68052.08,False
439,Very_Poor,Germany,Female,42,3,85679.25,1,True,True,164104.74,False
440,Fair,France,Female,35,3,0.0,1,False,False,80190.36,False
441,Excellent,France,Female,31,9,0.0,2,True,False,84126.75,False
442,Poor,France,Female,34,7,121551.58,2,True,True,70179.0,False
443,Good,France,Male,46,2,122220.19,1,True,True,118024.1,False
444,Poor,Spain,Male,47,3,116528.15,1,False,False,145704.19,True
445,Good,France,Female,26,1,77780.29,1,False,True,183049.41,False
446,Good,France,Male,37,2,0.0,1,False,False,120906.83,False
447,Poor,France,Male,40,4,125832.2,1,True,True,100433.83,False
448,Good,France,Female,38,6,68065.8,1,False,False,138777.0,True
449,Good,Spain,Female,47,6,127299.34,2,True,False,124694.99,False
450,Very_Poor,Germany,Female,38,7,174937.64,1,True,False,40084.32,False
451,Excellent,France,Male,40,9,0.0,2,False,True,119232.33,False
452,Poor,Spain,Male,31,7,110071.1,1,False,False,43921.36,False
453,Poor,Spain,Female,44,3,139432.37,1,True,False,62222.81,False
454,Good,France,Female,39,6,127357.76,1,False,True,56577.0,False
455,Poor,France,Male,36,5,0.0,2,True,False,164253.35,False
456,Good,France,Male,33,3,0.0,1,True,True,7666.73,False
457,Good,France,Male,38,3,0.0,2,True,False,68487.51,False
458,Poor,Germany,Male,43,1,95556.31,1,False,True,199273.98,True
459,Fair,Spain,Male,37,8,0.0,1,True,True,186062.36,False
460,Very_Poor,Germany,Male,29,1,111681.98,2,True,True,195711.16,False
461,Poor,France,Male,39,3,0.0,2,True,False,36692.17,False
462,Poor,Spain,Female,25,3,108738.71,2,True,False,106920.57,False
463,Good,France,Female,32,4,133950.37,1,True,True,48725.68,True
464,Excellent,Spain,Male,26,4,0.0,2,True,True,167036.94,False
465,Fair,France,Male,33,9,89968.69,1,True,False,68777.26,False
466,Excellent,Spain,Female,32,9,0.0,2,True,True,18924.92,False
467,Excellent,Germany,Female,38,5,130878.75,3,True,False,71905.77,True
468,Poor,France,Male,35,8,0.0,2,True,False,64833.28,False
469,Good,France,Male,35,3,0.0,2,True,True,184843.77,False
470,Fair,Spain,Male,27,10,134169.62,1,True,True,176730.02,False
471,Good,France,Male,37,1,149762.08,1,True,False,20629.4,True
472,Good,France,Male,26,2,93844.69,1,True,False,28415.36,False
473,Excellent,France,Male,28,8,0.0,2,True,False,77231.27,False
474,Poor,France,Female,33,1,0.0,2,True,False,102750.7,False
475,Fair,Germany,Male,46,6,141078.37,1,False,False,34580.8,True
476,Fair,Germany,Female,31,1,117992.59,1,True,True,183598.77,False
477,Fair,France,Female,40,8,100812.33,2,True,False,147358.27,False
478,Poor,France,Male,38,7,0.0,1,True,True,108469.2,False
479,Fair,France,Male,29,4,80262.6,1,True,True,20612.82,False
480,Excellent,Spain,Male,34,6,156478.62,1,False,True,181196.76,False
481,Poor,France,Female,23,5,0.0,2,True,False,160249.1,False
482,Excellent,France,Male,37,8,0.0,3,False,False,110783.28,False
483,Very_Poor,Germany,Male,37,9,115217.99,2,True,False,144995.33,False
484,Fair,Spain,Male,61,9,0.0,2,True,False,150227.85,True
485,Good,France,Female,35,0,155470.55,1,True,True,53718.28,False
486,Fair,France,Male,37,7,0.0,2,True,False,75248.3,False
487,Poor,France,Male,39,3,135096.77,1,True,True,14353.43,True
488,Good,France,Male,30,2,0.0,2,False,True,130486.57,False
489,Good,Germany,Female,55,9,180075.22,1,True,True,100127.71,False
490,Poor,Spain,Male,29,1,97541.24,1,True,True,196356.17,False
491,Good,France,Female,41,2,156067.05,1,True,True,9983.88,False
492,Fair,France,Female,38,4,81550.94,2,False,True,118974.77,False
493,Poor,France,Female,47,6,0.0,1,False,False,194998.34,True
494,Good,France,Female,38,2,170061.92,2,False,False,134901.34,True
495,Good,Germany,Male,36,8,92310.54,2,True,True,72924.56,False
496,Fair,France,Female,32,6,169089.38,2,True,False,101057.95,False
497,Excellent,France,Male,40,5,80613.93,1,True,True,142838.64,False
498,Good,Germany,Male,26,8,121581.56,2,True,True,127059.04,False
499,Poor,France,Female,58,8,0.0,1,False,True,116503.92,True
500,Poor,Spain,Male,32,4,0.0,2,True,True,54405.79,False
501,Good,France,Male,54,5,0.0,2,True,True,88721.84,False
502,Good,France,Male,60,5,85891.55,1,True,False,74135.48,True
503,Fair,Spain,Male,44,9,77637.35,2,True,True,111346.22,False
504,Poor,Spain,Female,41,4,0.0,1,False,False,194902.16,False
505,Poor,France,Male,31,5,0.0,2,True,False,31474.27,False
506,Good,Germany,Male,30,7,116927.89,1,True,False,21198.39,False
507,Good,Germany,Female,40,6,137326.65,1,True,False,186976.6,False
508,Good,France,Male,22,5,0.0,2,True,True,117202.19,False
509,Poor,Spain,Female,37,2,0.0,2,True,True,143739.29,False
510,Poor,Germany,Female,31,10,67238.98,2,True,True,161811.23,False
511,Fair,Germany,Female,38,6,86569.76,2,True,False,98090.91,False
512,Good,Spain,Male,34,5,0.0,2,False,False,71095.41,False
513,Good,France,Male,34,6,133598.4,1,True,True,13107.24,False
514,Fair,France,Female,51,3,136188.78,1,True,True,67110.59,True
515,Excellent,Spain,Male,38,9,0.0,2,True,False,88225.02,False
516,Very_Poor,France,Female,56,10,0.0,3,False,True,62256.87,True
517,Good,Germany,Male,37,7,120092.52,2,True,False,135925.72,False
518,Good,France,Male,48,4,101238.24,2,False,True,177815.87,True
519,Good,France,Male,58,6,89685.92,1,False,True,126471.13,False
520,Excellent,France,Female,35,1,211774.31,1,True,False,188574.12,True
521,Excellent,France,Male,56,7,131317.48,1,True,True,119175.45,False
522,Poor,Spain,Male,37,5,93722.73,2,True,True,139093.73,False
523,Good,Germany,Male,32,8,101160.99,1,True,True,115916.55,False
524,Good,France,Male,48,3,120320.54,1,False,False,96463.25,False
525,Good,France,Female,31,2,0.0,2,True,True,112349.51,False
526,Good,France,Male,43,2,0.0,2,True,True,165303.79,False
527,Fair,France,Male,26,8,0.0,2,True,False,166031.08,False
528,Poor,Germany,Female,48,3,152827.99,1,True,False,38411.79,True
529,Good,France,Male,30,1,64097.75,1,True,True,77783.35,False
530,Poor,Spain,Female,57,2,119035.35,2,True,True,29871.79,False
531,Good,Spain,Female,26,4,135219.57,1,False,True,59747.63,False
532,Good,France,Male,32,6,93694.42,1,True,True,79919.13,False
533,Poor,Spain,Male,35,10,59408.63,1,True,False,76773.53,False
534,Poor,France,Female,40,7,114354.95,1,True,False,54018.93,False
535,Fair,France,Male,59,1,0.0,1,True,False,70649.64,True
536,Fair,Germany,Male,35,10,128173.9,2,True,False,59093.39,False
537,Good,Spain,Male,34,9,0.0,2,True,False,127569.8,False
538,Poor,Germany,Female,62,5,114931.35,3,False,True,18260.98,True
539,Good,Germany,Female,28,1,111071.36,1,True,False,73275.96,True
540,Excellent,France,Male,37,8,151226.18,2,True,True,136129.49,False
541,Fair,France,Male,26,9,0.0,2,True,True,153237.59,False
542,Poor,France,Female,42,4,64740.12,1,True,True,106841.12,False
543,Good,Spain,Male,51,0,169312.13,1,True,False,109078.35,True
544,Poor,France,Female,49,7,0.0,3,False,True,87822.14,True
545,Excellent,Spain,Female,44,2,112652.08,2,True,False,126644.98,False
546,Poor,France,Male,38,0,0.0,2,True,False,47414.15,False
547,Very_Poor,Germany,Female,30,7,143964.36,2,True,False,41879.99,False
548,Poor,France,Male,49,7,122451.46,2,True,True,75808.1,False
549,Good,France,Male,24,1,0.0,3,True,True,47911.03,False
550,Good,Germany,Female,36,3,65253.07,2,True,False,28737.78,False
551,Good,Germany,Male,47,6,106901.94,1,True,True,2079.2,True
552,Good,Spain,Female,25,10,128509.63,1,True,False,121562.33,False
553,Very_Poor,France,Male,34,7,0.0,2,True,False,55003.79,False
554,Poor,Germany,Male,33,3,129834.67,1,True,False,193131.42,False
555,Poor,Spain,Female,51,3,154962.99,3,False,True,191932.27,True
556,Poor,Germany,Male,40,5,138241.9,2,True,False,159418.1,False
557,Poor,Germany,Male,41,3,91536.93,1,True,False,191468.78,True
558,Good,Spain,Male,53,3,0.0,2,True,True,38913.68,False
559,Excellent,Spain,Female,70,5,0.0,1,True,True,705.18,False
560,Poor,Germany,Female,29,7,105204.01,1,False,True,138490.03,False
561,Fair,Spain,Male,61,1,152968.73,1,False,True,82970.69,False
562,Fair,Spain,Male,36,8,158261.68,1,True,True,76744.72,False
563,Poor,France,Female,46,1,0.0,1,True,False,71244.59,True
564,Good,Spain,Female,38,6,121021.05,1,True,True,12182.15,False
565,Poor,France,Male,36,4,0.0,2,True,True,141210.5,False
566,Very_Poor,Spain,Female,54,2,0.0,1,False,False,191763.07,True
567,Good,Spain,Female,63,1,137715.66,1,True,True,37938.74,False
568,Good,Germany,Male,31,5,121192.22,2,True,True,74890.58,False
569,Good,France,Male,31,7,0.0,3,True,True,166698.18,False
570,Fair,France,Male,44,1,100486.18,2,True,True,62678.53,False
571,Fair,France,Male,45,1,0.0,1,True,False,67740.08,True
572,Good,France,Male,35,9,92566.53,2,True,False,161519.77,False
573,Fair,Spain,Female,49,10,0.0,2,True,True,159835.78,True
574,Excellent,Spain,Male,40,3,110929.96,1,True,True,30876.84,False
575,Poor,France,Female,27,8,0.0,2,True,True,14858.1,False
576,Very_Poor,Spain,Female,32,3,138901.61,1,True,False,75685.97,False
577,Good,France,Male,30,4,123217.66,2,False,True,144183.1,False
578,Poor,France,Female,41,6,0.0,1,True,False,65170.66,False
579,Good,France,Male,39,2,0.0,2,True,True,82526.92,False
580,Good,Spain,Male,36,8,0.0,2,True,False,169161.46,False
581,Fair,Spain,Female,33,2,108431.87,2,False,True,109291.39,True
582,Poor,Spain,Female,57,3,0.0,2,False,True,6057.81,False
583,Poor,Germany,Female,30,9,72392.41,1,True,False,77077.14,False
584,Fair,Germany,Female,51,1,119741.77,2,False,False,54954.51,True
585,Good,France,Female,51,2,100946.71,1,False,False,179614.8,True
586,Fair,Spain,Male,53,9,170491.84,1,True,False,35588.07,True
587,Good,France,Male,44,5,0.0,1,True,True,117356.14,False
588,Poor,France,Male,36,1,0.0,1,True,False,160696.72,False
589,Poor,Spain,Female,47,6,157296.02,2,False,False,147278.43,True
590,Good,Germany,Female,38,7,144606.22,1,True,True,56594.36,True
591,Good,France,Male,38,8,134811.3,1,True,False,1299.75,False
592,Good,France,Female,34,9,115897.12,1,True,True,25095.03,False
593,Fair,Spain,Male,32,4,82034.0,1,False,False,146326.45,False
594,Good,Spain,Female,26,4,174318.13,2,False,True,38296.21,False
595,Fair,Germany,Female,41,2,114206.84,1,True,False,164061.6,False
596,Good,Spain,Male,43,9,0.0,2,True,False,107811.28,False
597,Fair,Germany,Male,39,9,111574.41,1,True,True,30838.51,False
598,Good,Germany,Female,57,5,162448.69,1,False,False,9221.78,True
599,Very_Poor,Germany,Female,34,4,148249.54,1,False,True,33738.27,False
600,Fair,France,Female,43,8,0.0,3,False,True,110916.15,True
601,Good,Spain,Female,26,7,123709.46,2,True,True,169654.57,False
602,Good,France,Female,72,9,0.0,1,False,True,69829.4,False
603,Poor,France,Male,30,5,0.0,1,True,False,54926.51,True
604,Good,France,Male,37,10,150525.8,1,True,True,94728.49,False
605,Fair,France,Male,29,9,0.0,1,True,True,80393.27,False
606,Good,France,Male,53,4,0.0,2,False,True,111307.98,False
607,Poor,France,Male,28,10,0.0,2,True,False,19834.32,False
608,Good,France,Male,35,5,0.0,2,True,True,78397.24,False
609,Good,Germany,Female,51,2,111018.98,1,True,False,86410.28,False
610,Very_Poor,France,Male,30,10,129755.99,1,False,False,172749.65,False
611,Fair,France,Female,27,6,0.0,2,True,False,1002.39,False
612,Fair,France,Female,64,2,129555.7,1,True,True,13601.79,False
613,Good,Spain,Male,38,1,87202.38,1,True,True,77866.91,False
614,Good,Germany,Male,26,8,146133.39,1,True,True,175296.76,False
615,Good,Spain,Female,31,0,0.0,1,True,False,121751.04,True
616,Good,Spain,Male,39,6,170184.99,2,True,False,89593.26,False
617,Fair,Germany,Female,62,8,140745.33,1,True,False,193437.89,True
618,Poor,Spain,Male,42,7,139070.51,1,True,True,86945.0,False
619,Good,Spain,Female,37,8,0.0,2,True,True,183318.79,False
620,Poor,France,Male,35,9,114193.24,1,True,False,71154.1,False
621,Fair,Spain,Female,40,10,167878.5,1,False,True,151887.16,False
622,Poor,Germany,Female,53,5,141616.55,2,True,True,75888.65,False
623,Good,Germany,Male,36,3,145747.67,2,False,True,89566.74,False
624,Very_Poor,Spain,Female,48,2,129120.64,1,False,True,26475.79,False
625,Excellent,Spain,Male,35,7,110349.82,1,False,False,126355.8,False
626,Very_Poor,France,Male,29,1,141325.56,1,True,True,93839.3,False
627,Good,France,Male,49,2,78653.84,1,True,False,7698.6,False
628,Fair,France,Male,47,1,0.0,2,True,True,145593.85,False
629,Excellent,Spain,Female,28,3,142253.65,1,True,False,45042.56,False
630,Poor,France,Female,61,1,0.0,1,True,False,61108.56,True
631,Poor,Germany,Female,54,6,115988.86,1,True,False,57553.98,True
632,Excellent,Spain,Female,33,10,75592.43,1,True,False,62674.42,False
633,Poor,Germany,Male,44,3,164113.04,2,True,True,12120.79,False
634,Excellent,France,Male,31,6,67996.23,2,False,False,50129.87,True
635,Good,Spain,Female,51,5,0.0,2,True,False,55022.43,False
636,Fair,Spain,Female,33,1,0.0,2,False,False,117834.91,False
637,Good,France,Male,48,1,138778.15,1,False,True,168840.23,False
638,Good,France,Female,43,10,147832.15,1,False,True,24234.11,False
639,Excellent,France,Female,36,4,135438.4,1,False,False,190627.01,False
640,Good,Spain,Male,48,5,116060.08,1,True,False,156618.38,True
641,Good,France,Female,29,5,112564.62,1,True,False,42334.38,False
642,Poor,France,Female,27,1,125406.58,1,True,True,110784.42,False
643,Fair,Germany,Female,39,5,135134.99,1,True,False,173683.0,True
644,Excellent,France,Female,39,9,133102.92,1,True,False,27046.46,True
645,Good,France,Female,34,8,42157.08,1,True,False,20598.59,True
646,Good,France,Female,30,3,0.0,2,True,True,104991.28,False
647,Poor,France,Male,38,7,82259.29,1,True,False,8996.97,False
648,Very_Poor,France,Female,36,4,0.0,2,True,False,64420.5,False
649,Fair,France,Male,38,6,0.0,2,True,True,145700.22,False
650,Fair,France,Female,49,4,0.0,2,True,True,196335.48,False
651,Good,France,Male,52,7,0.0,1,True,True,14781.12,False
652,Good,France,Male,42,3,150461.07,1,True,False,108139.23,False
653,Very_Poor,Germany,Male,48,4,133994.52,1,True,True,19287.06,True
654,Good,Spain,Male,31,8,164870.81,2,True,True,9567.39,False
655,Very_Poor,Germany,Male,25,8,121702.73,1,True,True,132210.49,False
656,Poor,Spain,Male,25,6,193858.2,1,False,True,21600.11,False
657,Fair,Germany,Female,54,1,131039.97,2,True,True,199661.5,False
658,Poor,France,Male,64,9,113829.45,1,True,True,124341.49,False
659,Good,France,Female,30,6,0.0,2,True,False,15766.1,False
660,Fair,Germany,Female,41,3,81877.38,1,True,True,33642.21,False
661,Good,Spain,Male,57,8,116326.07,1,True,True,117704.65,False
662,Good,France,Male,31,2,0.0,2,True,True,58803.28,False
663,Good,France,Male,46,4,0.0,2,True,True,137537.22,False
664,Good,France,Female,41,1,0.0,2,False,True,131300.68,False
665,Good,France,Male,33,9,0.0,2,True,True,84174.81,False
666,Poor,France,Female,31,3,127070.73,1,False,True,160941.78,False
667,Poor,France,Male,29,3,0.0,2,True,True,143954.99,False
668,Good,Spain,Male,46,3,122549.64,1,True,True,56297.85,False
669,Fair,France,Female,42,5,176099.13,1,True,True,8404.73,False
670,Fair,Germany,Female,48,3,122388.38,2,False,False,30020.09,False
671,Good,France,Male,42,9,0.0,2,False,True,58137.42,False
672,Fair,France,Male,26,0,0.0,1,False,False,47472.68,False
673,Fair,Spain,Female,32,6,118879.35,2,True,True,19131.71,False
674,Poor,Spain,Male,35,5,0.0,2,True,True,187288.5,False
675,Poor,France,Female,39,5,0.0,2,True,True,17603.81,False
676,Poor,Spain,Female,38,4,88736.44,2,True,False,67020.03,False
677,Good,Germany,Male,45,7,102703.62,1,False,True,147802.94,True
678,Excellent,Spain,Female,70,1,0.0,2,True,True,41610.62,False
679,Good,Spain,Female,38,3,0.0,2,True,False,44255.65,False
680,Very_Poor,France,Male,55,5,97318.25,1,False,True,78416.14,False
681,Poor,Spain,Male,58,5,128468.69,1,False,True,137254.55,False
682,Fair,Germany,Female,41,4,133432.59,1,False,True,151303.48,False
683,Good,Germany,Female,40,8,141782.57,2,False,False,86333.63,False
684,Poor,France,Male,24,9,135125.28,1,False,False,89801.9,False
685,Good,Spain,Male,42,2,178820.91,1,False,False,29358.57,True
686,Good,France,Female,31,2,112212.14,2,True,True,181600.72,False
687,Good,Germany,Female,45,5,126674.81,1,True,False,124118.71,True
688,Fair,France,Female,51,7,136294.97,1,True,False,38867.46,True
689,Fair,France,Female,36,5,66392.64,1,True,False,31106.67,False
690,Good,Germany,Male,27,1,122552.34,2,True,False,67611.36,False
691,Good,France,Male,43,1,76408.85,2,True,False,77837.63,False
692,Good,Germany,Male,36,8,145071.24,1,False,False,6078.46,False
693,Poor,France,Male,34,6,0.0,2,True,True,177896.92,False
694,Excellent,France,Female,45,2,109730.22,1,True,True,123882.73,False
695,Good,France,Male,57,6,0.0,2,True,True,15304.08,False
696,Very_Poor,Spain,Male,62,1,64119.38,1,True,True,76569.64,True
697,Poor,Germany,Female,57,1,106138.33,2,True,True,120657.32,True
698,Good,Spain,Male,36,2,0.0,2,True,True,16436.56,False
699,Good,Germany,Male,33,0,181656.51,1,True,True,107667.91,False
700,Good,France,Female,32,5,0.0,2,True,False,95611.47,False
701,Good,France,Male,30,7,95128.86,1,False,False,19799.26,False
702,Poor,Spain,Female,49,2,126615.94,2,False,True,123214.74,False
703,Poor,Spain,Male,36,1,0.0,2,False,True,71709.12,False
704,Fair,Germany,Male,36,2,76190.48,2,True,True,149066.14,False
705,Good,Germany,Male,40,5,168286.81,3,True,False,20451.99,True
706,Fair,Germany,Male,35,4,88109.81,1,True,True,32825.5,False
707,Fair,France,Male,42,4,0.0,2,True,False,6232.31,False
708,Poor,France,Female,35,8,0.0,2,False,True,10357.03,False
709,Good,France,Female,34,3,123971.51,2,True,False,147794.63,False
710,Poor,France,Male,48,0,148116.48,1,False,False,116973.48,False
711,Fair,Germany,Male,35,6,116269.01,1,True,False,129964.94,False
